recording_id,original_audio_path,cached_audio_path,status,preprocessed,samplerate,channels,duration_sec,samples_before,samples_after,active_intervals,retained_fraction,ffmpeg_warning
Ornate Tinamou_sound/Ornate Tinamou6,D:\other\Bird\Dataset\CC0\Ornate Tinamou_sound\Ornate Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Ornate Tinamou_sound\Ornate Tinamou6.wav,too_short_after_preprocess,,,,4.24,289536,135680,12,0.46861184792219274,
Ornate Tinamou_sound/Ornate Tinamou7,D:\other\Bird\Dataset\CC0\Ornate Tinamou_sound\Ornate Tinamou7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Ornate Tinamou_sound\Ornate Tinamou7.wav,too_short_after_preprocess,,,,2.64,227370,84480,15,0.37155297532656023,
Pale-browed Tinamou_sound/Pale-browed Tinamou10,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou10.wav,too_short_after_preprocess,,,,2.8,254640,89600,23,0.3518693056864593,
Pale-browed Tinamou_sound/Pale-browed Tinamou11,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou11.wav,too_short_after_preprocess,,,,2.8,254640,89600,23,0.3518693056864593,
Pale-browed Tinamou_sound/Pale-browed Tinamou12,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou12.wav,too_short_after_preprocess,,,,2.8,254640,89600,23,0.3518693056864593,
Pale-browed Tinamou_sound/Pale-browed Tinamou13,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou13.wav,too_short_after_preprocess,,,,3.696,589323,118272,9,0.20069130171400065,
Pale-browed Tinamou_sound/Pale-browed Tinamou14,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou14.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou14.wav,too_short_after_preprocess,,,,3.696,589323,118272,9,0.20069130171400065,
Pale-browed Tinamou_sound/Pale-browed Tinamou15,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou15.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou15.wav,too_short_after_preprocess,,,,3.696,589323,118272,9,0.20069130171400065,
Pale-browed Tinamou_sound/Pale-browed Tinamou19,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou19.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou19.wav,too_short_after_preprocess,,,,1.968,1169450,62976,4,0.05385095557740818,
Pale-browed Tinamou_sound/Pale-browed Tinamou20,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou20.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou20.wav,too_short_after_preprocess,,,,1.968,1169450,62976,4,0.05385095557740818,
Pale-browed Tinamou_sound/Pale-browed Tinamou21,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou21.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou21.wav,too_short_after_preprocess,,,,1.968,1169450,62976,4,0.05385095557740818,
Pale-browed Tinamou_sound/Pale-browed Tinamou29,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou29.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou29.wav,too_short_after_preprocess,,,,2.9,92800,92800,1,1.0,
Pale-browed Tinamou_sound/Pale-browed Tinamou31,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou31.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou31.wav,too_short_after_preprocess,,,,1.264,40960,40448,1,0.9875,
Pale-browed Tinamou_sound/Pale-browed Tinamou5,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou5.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou5.wav,too_short_after_preprocess,,,,1.89746875,84783,60719,9,0.7161695151150584,
Pale-browed Tinamou_sound/Pale-browed Tinamou6,D:\other\Bird\Dataset\CC0\Pale-browed Tinamou_sound\Pale-browed Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Pale-browed Tinamou_sound\Pale-browed Tinamou6.wav,too_short_after_preprocess,,,,1.616,240968,51712,13,0.2146011088609276,
